,A,B,C
9435,1,5,0
9436,1,3,1
9437,0,6,2
9438,1,5,2
9439,4,9,0
9440,3,3,1
9441,2,4,0
9442,1,1,1
9443,0,5,0
9444,1,5,1
9445,3,1,1
9446,1,8,1
9447,3,5,0
9448,3,3,0
9449,1,3,0
9450,0,3,0
9451,4,7,0
9452,2,2,1
9453,1,6,1
9454,2,3,0
9455,2,3,3
9456,0,1,0
9457,1,4,1
9458,3,4,0
9459,2,4,0
9460,0,7,4
9461,4,7,1
9462,2,4,1
9463,1,4,0
9464,0,6,2
9465,1,4,0
9466,3,4,0
9467,0,4,2
9468,0,6,0
9469,2,7,0
9470,2,6,0
9471,3,5,1
9472,0,3,1
9473,1,4,1
9474,1,5,0
9475,1,4,2
9476,0,4,1
9477,1,1,0
9478,2,4,2
9479,1,3,1
9480,2,4,0
9481,0,5,0
9482,4,1,0
9483,1,6,1
9484,1,7,2
9485,0,6,0
9486,1,6,2
9487,0,5,1
9488,1,3,1
9489,5,3,0
9490,0,8,1
9491,3,5,2
9492,2,2,1
9493,2,3,2
9494,2,3,0
9495,3,4,1
9496,1,5,1
9497,1,5,1
9498,1,5,1
9499,0,3,0
9500,0,2,0
9501,1,4,2
9502,0,5,1
9503,0,4,1
9504,1,2,0
9505,1,1,1
9506,1,4,1
9507,4,7,0
9508,0,2,1
9509,3,4,0
9510,1,4,1
9511,2,6,0
9512,3,6,1
9513,1,2,0
9514,0,4,0
9515,1,10,0
9516,1,6,2
9517,2,3,0
9518,0,6,0
9519,3,6,0
9520,3,3,1
9521,0,6,1
9522,3,6,2
9523,4,1,0
9524,2,4,0
9525,3,3,0
9526,0,2,0
9527,1,3,0
9528,0,5,0
9529,0,4,0
9530,3,6,0
9531,1,2,0
9532,2,8,0
9533,2,4,1
9534,1,3,1
9535,0,5,0
9536,0,3,2
9537,4,8,0
9538,4,4,1
9539,0,6,2
9540,2,6,0
9541,1,4,1
9542,3,3,3
9543,1,5,0
9544,1,4,0
9545,3,5,0
9546,1,4,0
9547,2,5,2
9548,1,10,0
9549,2,5,0
9550,1,7,0
9551,1,7,1
9552,4,0,1
9553,1,1,0
9554,1,6,0
9555,1,4,1
9556,1,5,1
9557,1,6,0
9558,1,7,2
9559,5,6,0
9560,1,3,3
9561,4,7,0
9562,0,8,0
9563,2,2,5
9564,1,4,0
9565,2,6,1
9566,1,4,1
9567,2,8,1
9568,1,5,2
9569,1,3,0
9570,3,5,0
9571,2,7,0
9572,3,5,1
9573,2,7,0
9574,2,3,0
9575,0,2,3
9576,1,8,0
9577,2,2,0
9578,2,7,2
9579,3,5,4
9580,2,9,1
9581,1,4,0
9582,2,4,2
9583,1,4,1
9584,2,3,1
9585,0,9,0
9586,2,7,1
9587,2,6,0
9588,1,5,2
9589,1,5,0
9590,4,6,1
9591,1,5,0
9592,1,5,3
9593,3,2,0
9594,2,10,1
9595,2,2,1
9596,1,4,3
9597,1,4,2
9598,3,8,3
9599,0,4,1
9600,2,4,1
9601,1,4,0
9602,2,4,1
9603,2,6,0
9604,1,5,1
9605,3,6,1
9606,2,3,1
9607,3,6,2
9608,0,1,2
9609,0,3,3
9610,1,3,0
9611,2,5,1
9612,1,3,1
9613,2,2,1
9614,0,1,1
9615,2,7,1
9616,3,4,0
9617,1,3,0
9618,2,5,1
9619,0,4,2
9620,1,1,0
9621,1,2,0
9622,3,3,3
9623,1,6,0
9624,1,3,2
9625,1,7,2
9626,2,4,0
9627,1,4,2
9628,3,1,1
9629,0,6,5
9630,1,1,1
9631,1,6,1
9632,1,4,4
9633,1,6,0
9634,0,3,2
9635,1,6,1
9636,1,1,0
9637,3,3,0
9638,1,4,0
9639,0,2,0
9640,3,12,1
9641,1,1,2
9642,2,7,1
9643,1,3,1
9644,3,6,1
9645,1,6,0
9646,2,1,0
9647,4,6,1
9648,0,7,1
9649,0,5,0
9650,4,4,0
9651,1,2,2
9652,3,3,2
9653,1,2,1
9654,3,6,1
9655,1,5,1
9656,1,7,0
9657,0,3,1
9658,1,2,1
9659,3,3,1
9660,0,3,1
9661,4,3,1
9662,2,7,2
9663,1,7,0
9664,0,4,1
9665,1,3,0
9666,1,10,2
9667,0,7,0
9668,2,4,2
9669,3,6,0
9670,2,5,1
9671,2,4,2
9672,5,8,1
9673,0,5,1
9674,0,3,0
9675,1,6,3
9676,2,3,2
9677,4,3,2
9678,1,6,0
9679,3,5,0
9680,4,7,0
9681,1,7,1
9682,2,5,0
9683,1,11,2
9684,1,2,0
9685,2,6,3
9686,2,4,1
9687,0,3,2
9688,2,4,0
9689,3,4,2
9690,3,4,1
9691,1,3,3
9692,1,3,3
9693,0,5,1
9694,1,8,2
9695,0,4,1
9696,2,2,0
9697,3,1,5
9698,1,2,2
9699,1,5,0
9700,0,1,0
9701,1,5,1
9702,1,3,2
9703,0,6,0
9704,1,5,2
9705,3,7,0
9706,3,1,0
9707,1,5,0
9708,2,6,2
9709,1,5,0
9710,1,7,1
9711,3,3,0
9712,2,5,2
9713,0,3,0
9714,4,5,0
9715,0,2,0
9716,1,4,1
9717,1,4,2
9718,1,4,1
9719,1,6,4
9720,4,4,0
9721,2,5,0
9722,5,5,2
9723,2,5,0
9724,5,8,0
9725,1,2,1
9726,3,3,1
9727,4,4,0
9728,3,1,1
9729,1,3,0
9730,3,4,0
9731,2,5,2
9732,1,2,1
9733,1,4,1
9734,2,2,2
9735,1,6,0
9736,2,4,1
9737,1,4,0
9738,2,5,0
9739,2,2,0
9740,0,7,0
9741,4,7,1
9742,2,2,1
9743,3,6,0
9744,1,2,0
9745,2,6,1
9746,2,3,0
9747,2,8,1
9748,5,5,2
9749,0,8,3
9750,1,5,2
9751,0,4,2
9752,0,6,0
9753,3,8,0
9754,2,4,4
9755,0,4,0
9756,2,2,1
9757,3,4,0
9758,0,4,1
9759,0,4,1
9760,2,6,3
9761,0,9,2
9762,2,6,1
9763,2,4,1
9764,3,5,0
9765,1,2,0
9766,1,6,1
9767,4,4,0
9768,2,6,0
9769,2,3,4
9770,1,4,1
9771,3,3,1
9772,2,7,1
9773,2,1,0
9774,2,4,2
9775,2,2,1
9776,1,6,0
9777,2,2,0
9778,2,5,1
9779,1,2,1
9780,1,2,0
9781,3,1,1
9782,0,4,1
9783,1,4,0
9784,4,2,0
9785,2,8,2
9786,2,4,0
9787,4,2,1
9788,2,3,0
9789,3,2,0
9790,5,3,3
9791,1,5,0
9792,1,1,0
9793,1,2,0
9794,2,4,0
9795,2,6,0
9796,2,2,3
9797,1,7,0
9798,4,4,1
9799,1,5,0
9800,2,7,0
9801,0,5,2
9802,0,4,0
9803,0,2,0
9804,2,3,1
9805,2,4,0
9806,1,6,0
9807,0,2,0
9808,0,7,0
9809,1,3,0
9810,2,7,0
9811,1,9,3
9812,2,0,1
9813,2,5,1
9814,4,6,1
9815,1,7,1
9816,3,6,0
9817,2,2,2
9818,2,4,0
9819,2,8,0
9820,1,4,0
9821,1,7,1
9822,3,2,1
9823,0,3,0
9824,3,4,1
9825,3,5,1
9826,1,6,0
9827,3,10,1
9828,4,6,0
9829,2,4,0
9830,3,3,1
9831,3,2,2
9832,3,5,0
9833,2,7,2
9834,1,5,0
9835,3,3,1
9836,1,2,1
9837,2,4,1
9838,3,4,0
9839,1,5,0
9840,1,6,1
9841,1,5,1
9842,3,5,0
9843,2,6,1
9844,0,3,3
9845,2,4,1
9846,0,4,1
9847,2,3,1
9848,0,3,1
9849,3,4,4
9850,0,8,0
9851,2,4,1
9852,2,4,2
9853,3,4,0
9854,1,3,0
9855,1,5,1
9856,0,3,0
9857,0,4,0
9858,2,8,2
9859,0,4,0
9860,0,5,1
9861,2,3,1
9862,0,1,0
9863,2,3,1
9864,1,3,0
9865,2,4,2
9866,2,0,1
9867,0,2,2
9868,2,8,0
9869,3,4,0
9870,2,5,2
9871,0,5,0
9872,2,5,2
9873,1,9,1
9874,1,4,0
9875,1,9,0
9876,0,8,1
9877,2,3,1
9878,1,3,1
9879,3,2,2
9880,2,4,1
9881,1,1,0
9882,1,5,1
9883,1,4,1
9884,0,6,2
9885,1,5,0
9886,1,8,0
9887,3,1,0
9888,0,4,2
9889,2,3,1
9890,2,7,1
9891,0,6,0
9892,1,3,1
9893,1,4,0
9894,3,5,2
9895,0,5,2
9896,0,5,1
9897,1,2,1
9898,2,3,1
9899,1,4,0
9900,0,4,0
9901,1,8,0
9902,1,4,0
9903,3,10,0
9904,4,2,1
9905,2,5,2
9906,1,3,0
9907,0,3,0
9908,3,6,2
9909,0,6,0
9910,0,4,1
9911,1,4,1
9912,0,2,3
9913,1,3,1
9914,0,5,0
9915,2,0,2
9916,3,6,0
9917,3,3,2
9918,1,9,1
9919,1,4,1
9920,1,3,0
9921,1,2,1
9922,2,3,0
9923,1,3,1
9924,0,3,0
9925,0,2,0
9926,0,4,0
9927,3,6,2
9928,1,3,0
9929,2,3,1
9930,4,7,1
9931,1,6,2
9932,2,3,0
9933,2,4,2
9934,0,5,3
9935,0,4,0
9936,4,7,0
9937,2,7,0
9938,3,10,2
9939,3,4,1
9940,2,3,0
9941,3,6,1
9942,6,4,0
9943,2,4,1
9944,0,8,1
9945,3,2,1
9946,0,7,0
9947,0,5,1
9948,1,5,0
9949,2,9,2
9950,2,2,2
9951,2,6,1
9952,3,1,0
9953,1,6,1
9954,1,2,3
9955,2,9,1
9956,0,6,1
9957,2,4,0
9958,1,5,1
9959,2,7,1
9960,1,1,0
9961,1,3,3
9962,3,3,0
9963,2,3,0
9964,1,11,1
9965,2,3,2
9966,2,1,2
9967,2,8,1
9968,1,4,0
9969,3,3,0
9970,4,2,0
9971,0,5,1
9972,2,4,0
9973,2,2,2
9974,2,7,1
9975,1,2,2
9976,6,6,1
9977,3,3,1
9978,0,4,0
9979,1,5,3
9980,0,6,0
9981,0,2,0
9982,2,9,1
9983,1,6,3
9984,1,5,2
9985,2,3,0
9986,2,4,1
9987,0,2,0
9988,2,4,1
9989,1,2,1
9990,0,4,0
9991,2,3,1
9992,2,3,0
9993,1,3,0
9994,2,4,0
9995,4,5,2
9996,2,6,2
9997,1,13,0
9998,0,8,3
9999,1,7,0
